0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-1.6094379124341005,0.1206731834292901,0.1930656934306569,0.3029126213592233,0.2167381974248927,0.0,0.2362292051756007,0.1948051948051948,0.6638888888888889,0.7638888888888888,0.1658291457286432,0.3908045977011494,0.5449438202247191,0.2805505936744772,0.7861111111111111,0.0,0.4995222596129499,0.4757034522276528,0.0,0.0
-1.6094379124341005,0.3118626941261977,0.3985401459854014,0.3495145631067961,0.2974785407725321,0.5,0.3907578558225508,0.4545454545454545,0.775,0.6777777777777778,0.4623115577889447,0.5172413793103449,0.398876404494382,0.2434590732373646,1.0,0.0,0.700244932130856,0.9775148438199148,0.7451054471276323,1.0
-1.6094379124341005,0.0446302944322775,0.1273722627737226,0.0757281553398058,0.0673283261802575,0.0,0.1837338262476894,0.7142857142857143,0.8777777777777778,0.8861111111111111,0.7537688442211056,0.1379310344827586,0.7415730337078652,0.2530209099506146,0.8694444444444445,0.25,0.867088959521542,0.4045849521529016,0.0,0.0
-1.6094379124341005,0.1641377198709781,0.2627737226277372,0.2320388349514563,0.1893776824034334,0.0,0.2532347504621072,0.2207792207792207,0.1583333333333333,0.3666666666666666,0.1909547738693467,0.2873563218390804,0.3258426966292135,0.2583797415151833,0.3388888888888889,0.0,0.9642404701359648,0.8630744773595715,0.0,0.0
-1.6094379124341005,0.2017122933602672,0.2700729927007299,0.2294498381877022,0.1998390557939914,0.0,0.2606284658040665,0.5194805194805194,0.7027777777777777,0.6555555555555556,0.1809045226130653,0.4482758620689655,0.4382022471910112,0.2452453504255542,0.8583333333333333,0.0,0.4116509732735907,0.8810007184628499,0.5644348467281711,0.0
-1.6094379124341005,0.0959633889747394,0.0324817518248175,0.1650485436893204,0.2073497854077253,0.0,0.1981515711645101,0.922077922077922,0.4833333333333333,0.7055555555555556,0.2412060301507537,0.1149425287356321,0.9325842696629212,0.2738257854365871,0.7,0.75,0.8513417813545842,0.2019179854847526,0.0,0.0
-1.6094379124341005,0.0749391068651836,0.1295620437956204,0.0990291262135922,0.0785944206008583,0.0,0.1182994454713493,0.1818181818181818,0.5138888888888888,0.9555555555555556,0.2914572864321608,0.2413793103448276,0.6910112359550562,0.2499737312178207,0.8916666666666667,0.0,0.7927448682143742,0.4074662553842108,0.0,0.0
-1.6094379124341005,0.2807202635075183,0.1970802919708029,0.2961165048543689,0.243293991416309,0.0,0.3345656192236599,0.1688311688311688,0.2,0.1638888888888889,0.2412060301507537,0.1954022988505747,0.7078651685393258,0.2279079541872438,0.1416666666666666,0.25,0.9465106469158076,0.479315202478531,0.0,0.0
-1.6094379124341005,0.105711491341322,0.1255474452554744,0.2343042071197411,0.2162017167381974,0.0,0.2147874306839186,0.4155844155844156,0.7833333333333333,0.9666666666666668,0.1809045226130653,0.3448275862068966,0.6573033707865169,0.2811810444467794,0.9666666666666668,0.0,0.7389777096890171,0.4021669862603221,0.0,0.0
-1.6094379124341005,0.1393190598702856,0.2700729927007299,0.1656957928802589,0.1368025751072961,0.0,0.2643253234750462,1.0,0.4972222222222222,0.525,0.6331658291457286,0.4597701149425287,0.2865168539325842,0.2466113270988756,0.5277777777777778,0.0,0.7581304229801725,0.8810007184628499,0.0,0.0
