name,avg_mae,trial1_mae,trial2_mae,trial3_mae,trial4_mae,trial5_mae,avg_mae_freq,trial1_mae_freq,trial2_mae_freq,trial3_mae_freq,trial4_mae_freq,trial5_mae_freq,avg_mae_rare_high,trial1_mae_rare_high,trial2_mae_rare_high,trial3_mae_rare_high,trial4_mae_rare_high,trial5_mae_rare_high,avg_mae_rare_low,trial1_mae_rare_low,trial2_mae_rare_low,trial3_mae_rare_low,trial4_mae_rare_low,trial5_mae_rare_low,avg_pcc,trial1_pcc,trial2_pcc,trial3_pcc,trial4_pcc,trial5_pcc,avg_pcc_freq,trial1_pcc_freq,trial2_pcc_freq,trial3_pcc_freq,trial4_pcc_freq,trial5_pcc_freq,avg_pcc_rare_high,trial1_pcc_rare_high,trial2_pcc_rare_high,trial3_pcc_rare_high,trial4_pcc_rare_high,trial5_pcc_rare_high,avg_pcc_rare_low,trial1_pcc_rare_low,trial2_pcc_rare_low,trial3_pcc_rare_low,trial4_pcc_rare_low,trial5_pcc_rare_low
asc_mlp_amse1.00_apcc1.00_quc,0.19796464730716098,0.19477986111940307,0.19788094729461542,0.20404401660288435,0.19689293528581117,0.19622547623309083,0.19668480518935008,0.19344511266293973,0.19663552441996254,0.20276135089087854,0.19565365489158776,0.19492838308138175,0.34413557323459826,0.3474033787558104,0.33087945331434193,0.3727777373705131,0.3220997669211749,0.3475175298111509,0.9705231884359048,1.0001327180315307,0.9674160045779368,0.9355821708081887,0.9763407052898396,0.9731443434720279,0.7129083361008092,0.7155144337064094,0.7187602221718449,0.7004911488317891,0.7128848735352951,0.7168910022587075,0.7119765664442196,0.7147597121896738,0.7181531508169069,0.6991753463294192,0.7117480243170555,0.7160465985680421,0.25356302932027974,0.23089907597599513,0.26791304837181407,0.25829600635471006,0.26783128377119025,0.2428757321276892,-0.03938332143321856,-0.0037339599153803343,-0.024965233951559238,-0.0786678715806244,-0.08038976013859786,-0.009159781579930944
