name,avg_mae,trial1_mae,trial2_mae,trial3_mae,trial4_mae,trial5_mae,avg_mae_freq,trial1_mae_freq,trial2_mae_freq,trial3_mae_freq,trial4_mae_freq,trial5_mae_freq,avg_mae_rare_high,trial1_mae_rare_high,trial2_mae_rare_high,trial3_mae_rare_high,trial4_mae_rare_high,trial5_mae_rare_high,avg_mae_rare_low,trial1_mae_rare_low,trial2_mae_rare_low,trial3_mae_rare_low,trial4_mae_rare_low,trial5_mae_rare_low,avg_pcc,trial1_pcc,trial2_pcc,trial3_pcc,trial4_pcc,trial5_pcc,avg_pcc_freq,trial1_pcc_freq,trial2_pcc_freq,trial3_pcc_freq,trial4_pcc_freq,trial5_pcc_freq,avg_pcc_rare_high,trial1_pcc_rare_high,trial2_pcc_rare_high,trial3_pcc_rare_high,trial4_pcc_rare_high,trial5_pcc_rare_high,avg_pcc_rare_low,trial1_pcc_rare_low,trial2_pcc_rare_low,trial3_pcc_rare_low,trial4_pcc_rare_low,trial5_pcc_rare_low
asc_mlp_amse1.00_apcc1.00,0.19057596939842777,0.19232339849537966,0.19242674952882696,0.18983196698580881,0.18867926919136038,0.18961846279076316,0.18918092613898238,0.19078347365812665,0.1911033570968103,0.18842803374927702,0.18726299114037656,0.1883267750503213,0.3726371398365237,0.4208413190453908,0.3701746432773638,0.37233709651222113,0.3723632864493742,0.3274693538982683,0.9890025488406721,1.0207473734258339,0.9401679012102818,0.9947224797153462,1.0014653461310727,0.9879096437208265,0.7244315276435456,0.7132810558934084,0.7285301027449875,0.7249472775604817,0.7260001511018281,0.729399050917022,0.7235562846837347,0.7123651819876712,0.727564802505816,0.7241762847347476,0.7252478257638577,0.728427328426581,0.2877681915862248,0.27842721198101933,0.3269964072745257,0.2919290087084611,0.2695929027928957,0.27189542717422177,-0.02537384560034022,0.009933366948161975,-0.05586775174359418,-0.01817585484184262,-0.0534548104806534,-0.00930417788377288
