Event ID,Timestamp,Target Timestamp,Proton Intensity,e0.5_tminus24,e0.5_tminus23,e0.5_tminus22,e0.5_tminus21,e0.5_tminus20,e0.5_tminus19,e0.5_tminus18,e0.5_tminus17,e0.5_tminus16,e0.5_tminus15,e0.5_tminus14,e0.5_tminus13,e0.5_tminus12,e0.5_tminus11,e0.5_tminus10,e0.5_tminus9,e0.5_tminus8,e0.5_tminus7,e0.5_tminus6,e0.5_tminus5,e0.5_tminus4,e0.5_tminus3,e0.5_tminus2,e0.5_tminus1,e0.5_t,e0.5_max_intensity,e1.8_tminus24,e1.8_tminus23,e1.8_tminus22,e1.8_tminus21,e1.8_tminus20,e1.8_tminus19,e1.8_tminus18,e1.8_tminus17,e1.8_tminus16,e1.8_tminus15,e1.8_tminus14,e1.8_tminus13,e1.8_tminus12,e1.8_tminus11,e1.8_tminus10,e1.8_tminus9,e1.8_tminus8,e1.8_tminus7,e1.8_tminus6,e1.8_tminus5,e1.8_tminus4,e1.8_tminus3,e1.8_tminus2,e1.8_tminus1,e1.8_t,e1.8_max_intensity,e4.4_tminus24,e4.4_tminus23,e4.4_tminus22,e4.4_tminus21,e4.4_tminus20,e4.4_tminus19,e4.4_tminus18,e4.4_tminus17,e4.4_tminus16,e4.4_tminus15,e4.4_tminus14,e4.4_tminus13,e4.4_tminus12,e4.4_tminus11,e4.4_tminus10,e4.4_tminus9,e4.4_tminus8,e4.4_tminus7,e4.4_tminus6,e4.4_tminus5,e4.4_tminus4,e4.4_tminus3,e4.4_tminus2,e4.4_tminus1,e4.4_t,e4.4_max_intensity,p_tminus24,p_tminus23,p_tminus22,p_tminus21,p_tminus20,p_tminus19,p_tminus18,p_tminus17,p_tminus16,p_tminus15,p_tminus14,p_tminus13,p_tminus12,p_tminus11,p_tminus10,p_tminus9,p_tminus8,p_tminus7,p_tminus6,p_tminus5,p_tminus4,p_tminus3,p_tminus2,p_tminus1,p_t,p_max_intensity,Sunspot Number,cme_donki_time,CME_DONKI_latitude,CME_DONKI_longitude,CME_DONKI_speed,CME_CDAW_MPA,CME_CDAW_LinearSpeed,VlogV,DONKI_half_width,Accelaration,2nd_order_speed_final,2nd_order_speed_20R,CPA,Halo,Type2_Viz_Area,solar_wind_speed,diffusive_shock,half_richardson_value,CMEs Past Month,CMEs Past 9 Hours,CMEs Speed > 1000,Max CME Speed
21,2012-07-17 02:54:00,2012-07-17 03:24:00,0.00856548,55.6882,52.7818,51.3292,52.0408,52.7822,53.968,49.9056,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,55.6882,0.20371,0.216746,0.20534,0.237932,0.198818,0.20045,0.217562,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.237932,0.00400718,0.00475846,0.0037567,0.00500894,0.00400718,0.00450804,0.00525938,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.0062611,0.00901824,0.00822588,0.00943342,0.00837682,0.00920696,0.00882964,0.0087919,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 02:59:00,2012-07-17 03:29:00,0.00830136,52.7818,51.3292,52.0408,52.7822,53.968,49.9056,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,53.968,0.216746,0.20534,0.237932,0.198818,0.20045,0.217562,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.237932,0.00475846,0.0037567,0.00500894,0.00400718,0.00450804,0.00525938,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.0062611,0.00822588,0.00943342,0.00837682,0.00920696,0.00882964,0.0087919,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:04:00,2012-07-17 03:34:00,0.0077731,51.3292,52.0408,52.7822,53.968,49.9056,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,53.968,0.20534,0.237932,0.198818,0.20045,0.217562,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.237932,0.0037567,0.00500894,0.00400718,0.00450804,0.00525938,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.0062611,0.00943342,0.00837682,0.00920696,0.00882964,0.0087919,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:09:00,2012-07-17 03:39:00,0.00924464,52.0408,52.7822,53.968,49.9056,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,49.1348,53.968,0.237932,0.198818,0.20045,0.217562,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.174376,0.237932,0.00500894,0.00400718,0.00450804,0.00525938,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.00576024,0.0062611,0.00837682,0.00920696,0.00882964,0.0087919,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.00735806,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:14:00,2012-07-17 03:44:00,0.00954642,52.7822,53.968,49.9056,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,49.1348,49.4904,53.968,0.198818,0.20045,0.217562,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.174376,0.187412,0.22408,0.00400718,0.00450804,0.00525938,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.00576024,0.00250448,0.0062611,0.00920696,0.00882964,0.0087919,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.00735806,0.00807496,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:19:00,2012-07-17 03:49:00,0.01048988,53.968,49.9056,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,49.1348,49.4904,49.2238,53.968,0.20045,0.217562,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.174376,0.187412,0.192302,0.22408,0.00450804,0.00525938,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.00576024,0.00250448,0.00525938,0.0062611,0.00882964,0.0087919,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.00735806,0.00807496,0.00649018,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:24:00,2012-07-17 03:54:00,0.0117352,49.9056,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,49.1348,49.4904,49.2238,51.8034,53.9384,0.217562,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.174376,0.187412,0.192302,0.173562,0.22408,0.00525938,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.00576024,0.00250448,0.00525938,0.00500894,0.0062611,0.0087919,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.00735806,0.00807496,0.00649018,0.00856548,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:29:00,2012-07-17 03:59:00,0.01060288,51.2698,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,49.1348,49.4904,49.2238,51.8034,49.9354,53.9384,0.192302,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.174376,0.187412,0.192302,0.173562,0.192302,0.22408,0.00375668,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.00576024,0.00250448,0.00525938,0.00500894,0.00250448,0.0062611,0.00864096,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.00735806,0.00807496,0.00649018,0.00856548,0.00830136,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:34:00,2012-07-17 04:04:00,0.01124468,51.2102,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,49.1348,49.4904,49.2238,51.8034,49.9354,51.4774,53.9384,0.18415,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.174376,0.187412,0.192302,0.173562,0.192302,0.206968,0.22408,0.0037567,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.00576024,0.00250448,0.00525938,0.00500894,0.00250448,0.00325582,0.0062611,0.0093579,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.00735806,0.00807496,0.00649018,0.00856548,0.00830136,0.0077731,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
21,2012-07-17 03:39:00,2012-07-17 04:09:00,0.01086714,49.9356,52.0704,49.4016,50.914,52.8412,53.049,53.0786,53.4936,53.9384,51.6552,51.6256,50.736,50.8842,49.9946,51.0326,49.7872,49.7278,49.6388,49.1348,49.4904,49.2238,51.8034,49.9354,51.4774,51.8924,53.9384,0.182524,0.194744,0.209414,0.194744,0.19882,0.193116,0.184968,0.201264,0.201264,0.17845,0.210228,0.190672,0.184966,0.22408,0.214302,0.17356,0.170302,0.20941,0.174376,0.187412,0.192302,0.173562,0.192302,0.206968,0.211042,0.22408,0.00225402,0.00400714,0.00300534,0.0062611,0.00475848,0.0037567,0.00325582,0.00450804,0.00300536,0.00300536,0.00325582,0.00275492,0.00250446,0.00175312,0.0027549,0.00475848,0.00250448,0.00300534,0.00576024,0.00250448,0.00525938,0.00500894,0.00250448,0.00325582,0.00225402,0.0062611,0.00841456,0.00882968,0.0082259,0.00932016,0.00841456,0.00939576,0.00992388,0.01030134,0.010754,0.00943338,0.00920702,0.00905602,0.00781084,0.0089051,0.00830138,0.00724484,0.0074335,0.00735802,0.00735806,0.00807496,0.00649018,0.00856548,0.00830136,0.0077731,0.00924464,0.010754,86.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,45,0,0,0
